loanId,bookId,memberId,checkout_date,due_date,checkin_date,status,overdue_days,is_overdue,penalty_amount
126,924194,77,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
127,924194,190,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
128,924194,76,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
129,924194,22,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
130,924194,21,2026-01-24,2026-02-07,2026-02-07,Returned,0,false,0.0
131,924194,128,2026-01-27,2026-02-10,2026-02-02,Returned,0,false,0.0
132,17333180,182,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
133,17333180,209,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
134,17333180,80,2026-08-11,2026-08-25,,Borrowed,3,true,1.5
135,17333180,122,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
136,17333180,91,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
137,17333180,171,2026-07-17,2026-07-31,2026-07-23,Returned,0,false,0.0
138,17333180,128,2025-12-31,2026-01-14,2026-01-12,Returned,0,false,0.0
139,17333180,56,2026-03-15,2026-03-29,2026-03-21,Returned,0,false,0.0
140,12576579,20,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
141,12576579,114,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
142,12576579,236,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
143,12576579,117,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
144,12576579,99,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
145,12576579,36,2026-02-11,2026-02-25,2026-02-18,Returned,0,false,0.0
146,12576579,261,2026-03-09,2026-03-23,2026-03-17,Returned,0,false,0.0
147,12576579,275,2026-01-06,2026-01-20,2026-01-17,Returned,0,false,0.0
148,72159,134,2026-07-15,2026-07-29,2026-07-20,Returned,0,false,0.0
149,72159,136,2026-04-29,2026-05-13,2026-05-09,Returned,0,false,0.0
150,804414,223,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
151,804414,161,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
152,804414,262,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
153,804414,296,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
154,804414,23,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
155,804414,276,2026-07-29,2026-08-12,2026-08-07,Returned,0,false,0.0
156,804414,36,2026-04-20,2026-05-04,2026-04-28,Returned,0,false,0.0
157,804414,64,2026-02-10,2026-02-24,2026-02-20,Returned,0,false,0.0
158,775975,154,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
159,775975,210,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
160,775975,152,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
161,775975,99,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
162,775975,195,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
163,775975,90,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
164,775975,155,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
165,775975,156,2025-10-22,2025-11-05,2025-11-04,Returned,0,false,0.0
166,775975,297,2026-03-05,2026-03-19,2026-03-11,Returned,0,false,0.0
167,775975,239,2025-09-22,2025-10-06,2025-10-03,Returned,0,false,0.0
168,17265176,110,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
169,17265176,146,2026-05-04,2026-05-18,2026-05-15,Returned,0,false,0.0
170,17265176,172,2025-11-08,2025-11-22,2025-11-19,Returned,0,false,0.0
171,17265176,121,2026-06-12,2026-06-26,2026-06-25,Returned,0,false,0.0
172,22877,116,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
173,22877,126,2026-05-15,2026-05-29,2026-05-18,Returned,0,false,0.0
174,427830,38,2025-09-20,2025-10-04,2025-10-03,Returned,0,false,0.0
175,427830,295,2025-12-08,2025-12-22,2025-12-17,Returned,0,false,0.0
176,427830,197,2026-04-21,2026-05-05,2026-05-02,Returned,0,false,0.0
177,184324,125,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
178,184324,3,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
179,184324,55,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
180,184324,266,2026-04-08,2026-04-22,2026-04-14,Returned,0,false,0.0
181,184324,128,2025-12-04,2025-12-18,2025-12-08,Returned,0,false,0.0
182,184324,238,2026-05-28,2026-06-11,2026-06-06,Returned,0,false,0.0
183,87348,287,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
184,87348,259,2025-12-15,2025-12-29,2025-12-25,Returned,0,false,0.0
185,87348,281,2025-12-23,2026-01-06,2026-01-05,Returned,0,false,0.0
186,7603,82,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
187,7603,244,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
188,7603,142,2026-03-19,2026-04-02,2026-03-31,Returned,0,false,0.0
189,7603,123,2025-11-05,2025-11-19,2025-11-14,Returned,0,false,0.0
190,7603,147,2026-03-11,2026-03-25,2026-03-20,Returned,0,false,0.0
191,37737,277,2026-03-12,2026-03-26,2026-03-20,Returned,0,false,0.0
192,10397655,78,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
193,10397655,110,2026-01-14,2026-01-28,2026-01-25,Returned,0,false,0.0
194,5215879,239,2026-01-02,2026-01-16,2026-01-10,Returned,0,false,0.0
195,5215879,216,2025-12-29,2026-01-12,2026-01-02,Returned,0,false,0.0
196,5215879,300,2026-01-11,2026-01-25,2026-01-25,Returned,0,false,0.0
197,6929147,295,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
198,6929147,4,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
199,6929147,215,2026-02-27,2026-03-13,2026-03-11,Returned,0,false,0.0
200,6929147,280,2025-10-27,2025-11-10,2025-11-08,Returned,0,false,0.0
201,12830940,113,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
202,12830940,140,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
203,12830940,15,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
204,12830940,208,2026-02-07,2026-02-21,2026-02-18,Returned,0,false,0.0
205,12830940,66,2026-05-06,2026-05-20,2026-05-19,Returned,0,false,0.0
206,12830940,202,2025-09-14,2025-09-28,2025-09-24,Returned,0,false,0.0
207,3534310,220,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
208,3534310,237,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
209,3534310,134,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
210,3534310,109,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
211,3534310,173,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
212,3534310,195,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
213,3534310,216,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
214,3534310,277,2026-06-18,2026-07-02,2026-06-27,Returned,0,false,0.0
215,3534310,180,2026-07-03,2026-07-17,2026-07-21,Returned,4,true,2.0
216,1523438,36,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
217,1523438,21,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
218,1523438,127,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
219,1523438,123,2026-07-19,2026-08-02,2026-07-29,Returned,0,false,0.0
220,44660,59,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
221,44660,112,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
222,44660,132,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
223,44660,86,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
224,44660,59,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
225,44660,14,2026-02-20,2026-03-06,2026-02-25,Returned,0,false,0.0
226,202087,295,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
227,202087,193,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
228,202087,125,2026-04-19,2026-05-03,2026-04-23,Returned,0,false,0.0
229,202087,155,2026-06-07,2026-06-21,2026-06-18,Returned,0,false,0.0
230,202087,290,2025-09-25,2025-10-09,2025-10-08,Returned,0,false,0.0
231,581409,178,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
232,581409,190,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
233,581409,175,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
234,12981613,186,2025-11-21,2025-12-05,2025-11-26,Returned,0,false,0.0
235,12981613,236,2025-09-07,2025-09-21,2025-09-21,Returned,0,false,0.0
236,12981613,268,2026-05-12,2026-05-26,2026-05-21,Returned,0,false,0.0
237,40597810,139,2026-08-11,2026-08-25,,Borrowed,3,true,1.5
238,40597810,276,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
239,40597810,239,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
240,40597810,126,2025-09-29,2025-10-13,2025-10-06,Returned,0,false,0.0
241,40597810,231,2026-06-15,2026-06-29,2026-06-22,Returned,0,false,0.0
242,40597810,292,2026-03-27,2026-04-10,2026-04-08,Returned,0,false,0.0
243,32769,195,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
244,32769,167,2026-07-15,2026-07-29,2026-07-24,Returned,0,false,0.0
245,32769,182,2026-04-27,2026-05-11,2026-05-06,Returned,0,false,0.0
246,22030093,175,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
247,22030093,142,2025-09-27,2025-10-11,2025-10-08,Returned,0,false,0.0
248,22030093,98,2025-10-18,2025-11-01,2025-10-20,Returned,0,false,0.0
249,13542778,209,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
250,13542778,124,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
251,13542778,230,2025-09-02,2025-09-16,2025-09-13,Returned,0,false,0.0
252,13542778,114,2026-07-21,2026-08-04,2026-07-26,Returned,0,false,0.0
253,13542778,157,2026-01-03,2026-01-17,2026-01-14,Returned,0,false,0.0
254,2842492,189,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
255,2842492,272,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
256,2842492,282,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
257,2842492,233,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
258,2842492,129,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
259,2842492,162,2026-05-29,2026-06-12,2026-06-09,Returned,0,false,0.0
260,2642070,275,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
261,2642070,248,2026-04-22,2026-05-06,2026-04-28,Returned,0,false,0.0
262,7114761,269,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
263,7114761,52,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
264,7114761,92,2026-02-28,2026-03-14,2026-03-07,Returned,0,false,0.0
265,23464763,274,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
266,23464763,24,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
267,23464763,284,2026-08-11,2026-08-25,,Borrowed,3,true,1.5
268,23464763,65,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
269,23464763,294,2026-06-07,2026-06-21,2026-06-21,Returned,0,false,0.0
270,23464763,226,2026-03-06,2026-03-20,2026-03-15,Returned,0,false,0.0
271,23464763,27,2026-02-05,2026-02-19,2026-02-11,Returned,0,false,0.0
272,14386,34,2025-11-27,2025-12-11,2025-12-02,Returned,0,false,0.0
273,14386,296,2026-01-05,2026-01-19,2026-01-14,Returned,0,false,0.0
274,54597,28,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
275,54597,289,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
276,54597,44,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
277,54597,61,2026-08-09,2026-08-23,,Borrowed,5,true,2.5
278,54597,214,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
279,54597,227,2025-11-04,2025-11-18,2025-11-12,Returned,0,false,0.0
280,9802066,220,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
281,9802066,31,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
282,9802066,51,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
283,9802066,107,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
284,9802066,136,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
285,23019029,39,2026-03-29,2026-04-12,2026-04-04,Returned,0,false,0.0
286,27712,210,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
287,27712,241,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
288,27712,119,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
289,27712,145,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
290,27712,233,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
291,27712,120,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
292,27712,102,2025-09-12,2025-09-26,2025-09-22,Returned,0,false,0.0
293,27712,116,2025-12-24,2026-01-07,2025-12-29,Returned,0,false,0.0
294,13226173,137,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
295,13226173,158,2026-06-23,2026-07-07,2026-06-27,Returned,0,false,0.0
296,3098445,292,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
297,3098445,225,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
298,3098445,156,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
299,3098445,253,2026-03-12,2026-03-26,2026-03-21,Returned,0,false,0.0
300,3098445,21,2025-12-17,2025-12-31,2025-12-21,Returned,0,false,0.0
301,3098445,129,2025-12-20,2026-01-03,2026-01-01,Returned,0,false,0.0
302,43961,118,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
303,192954,138,2026-08-08,2026-08-22,,Borrowed,6,true,3.0
304,192954,90,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
305,192954,227,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
306,192954,93,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
307,192954,224,2026-08-09,2026-08-23,,Borrowed,5,true,2.5
308,192954,252,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
309,11913095,210,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
310,11913095,83,2026-02-15,2026-03-01,2026-02-26,Returned,0,false,0.0
311,11913095,254,2026-02-11,2026-02-25,2026-02-19,Returned,0,false,0.0
312,60141,206,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
313,60141,282,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
314,60141,46,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
315,60141,207,2026-03-22,2026-04-05,2026-03-30,Returned,0,false,0.0
316,60141,1,2025-11-08,2025-11-22,2025-11-21,Returned,0,false,0.0
317,6940642,278,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
318,6940642,28,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
319,6940642,256,2025-11-06,2025-11-20,2025-11-14,Returned,0,false,0.0
320,21449526,27,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
321,21449526,282,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
322,21449526,148,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
323,21449526,123,2025-11-23,2025-12-07,2025-11-28,Returned,0,false,0.0
324,21449526,8,2026-05-09,2026-05-23,2026-05-17,Returned,0,false,0.0
325,21449526,116,2025-10-20,2025-11-03,2025-10-28,Returned,0,false,0.0
326,968868,59,2026-08-09,2026-08-23,,Borrowed,5,true,2.5
327,968868,61,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
328,968868,79,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
329,968868,150,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
330,968868,140,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
331,968868,125,2025-11-24,2025-12-08,2025-12-10,Returned,2,true,1.0
332,968868,197,2025-12-08,2025-12-22,2025-12-18,Returned,0,false,0.0
333,968868,261,2026-04-23,2026-05-07,2026-05-08,Returned,1,true,0.5
334,325128,70,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
335,325128,142,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
336,325128,213,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
337,325128,260,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
338,325128,153,2026-07-28,2026-08-11,2026-08-04,Returned,0,false,0.0
339,325128,251,2025-10-02,2025-10-16,2025-10-12,Returned,0,false,0.0
340,16282614,229,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
341,16282614,177,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
342,16282614,279,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
343,16282614,165,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
344,16282614,120,2026-03-29,2026-04-12,2026-04-08,Returned,0,false,0.0
345,914608,211,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
346,914608,243,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
347,914608,78,2026-01-13,2026-01-27,2026-01-30,Returned,3,true,1.5
348,914608,65,2025-11-18,2025-12-02,2025-12-04,Returned,2,true,1.0
349,914608,170,2025-11-14,2025-11-28,2025-11-30,Returned,2,true,1.0
350,3675828,226,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
351,3675828,234,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
352,969566,210,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
353,969566,136,2026-06-21,2026-07-05,2026-06-30,Returned,0,false,0.0
354,268565,204,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
355,268565,169,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
356,268565,274,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
357,268565,163,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
358,268565,250,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
359,89656,121,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
360,89656,148,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
361,89656,47,2026-08-09,2026-08-23,,Borrowed,5,true,2.5
362,89656,52,2026-06-09,2026-06-23,2026-06-21,Returned,0,false,0.0
363,89656,154,2025-12-14,2025-12-28,2025-12-20,Returned,0,false,0.0
364,89656,29,2026-07-15,2026-07-29,2026-07-19,Returned,0,false,0.0
