loanId,bookId,memberId,checkout_date,due_date,checkin_date,status,overdue_days,is_overdue,penalty_amount
55,9615767,68,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
56,279679,68,2026-08-09,2026-08-23,,Borrowed,5,true,2.5
57,9491739,68,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
58,19488665,70,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
59,26200563,74,2026-08-26,2026-09-09,,Borrowed,0,false,0.0
60,12377344,75,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
61,1811543,75,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
62,30058589,80,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
63,360464,81,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
64,12170410,81,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
65,8709640,88,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
66,3295695,89,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
67,19395125,89,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
68,2821792,89,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
69,12476820,94,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
70,343265,99,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
71,78523,99,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
72,7507944,99,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
73,124923,101,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
74,52801,101,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
75,3855649,101,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
76,42794237,101,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
77,14885892,102,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
78,237320,102,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
79,10428708,102,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
80,389688,102,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
81,17373746,104,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
82,7685281,104,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
83,8715032,106,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
84,2155167,107,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
85,3316103,107,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
86,43747,107,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
87,1764154,107,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
88,16093810,111,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
89,1106766,116,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
90,1078274,118,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
91,862965,119,2026-08-26,2026-09-09,,Borrowed,0,false,0.0
92,22455541,119,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
93,15775189,119,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
94,4137,126,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
95,875623,127,2026-08-26,2026-09-09,,Borrowed,0,false,0.0
96,20409231,128,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
97,18285437,128,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
98,18713134,133,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
99,262033,138,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
100,782832,141,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
101,8709640,141,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
102,10472293,141,2026-08-26,2026-09-09,,Borrowed,0,false,0.0
103,24782,143,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
104,742272,143,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
105,113250,144,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
106,288995,145,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
107,392438,145,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
108,15985570,145,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
109,13239822,151,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
110,21832,151,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
111,223428,151,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
112,13139100,153,2026-08-11,2026-08-25,,Borrowed,3,true,1.5
113,16122034,154,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
114,9376345,154,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
115,7903851,156,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
116,23995249,156,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
117,77125,157,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
118,1153501,157,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
119,3271565,157,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
120,114773,159,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
121,199686,159,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
122,6441706,160,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
123,4618801,162,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
124,17345258,162,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
125,33585392,162,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
126,16036975,167,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
127,23419,167,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
128,6609549,167,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
129,8544270,168,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
130,237032,168,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
131,14058669,169,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
132,25354,169,2026-08-27,2026-09-10,,Borrowed,0,false,0.0
133,10558077,169,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
134,784911,170,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
135,7086974,170,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
136,230514,170,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
137,44096,171,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
138,17287242,175,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
139,3789,176,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
140,187287,177,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
141,3378965,177,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
142,17909098,177,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
143,13570854,179,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
144,15016,179,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
145,6871095,180,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
146,2059237,182,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
147,24019,183,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
148,28789256,183,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
149,33152019,183,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
150,17586834,183,2026-08-10,2026-08-24,,Borrowed,4,true,2.0
151,13514519,184,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
152,23506377,186,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
153,967662,186,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
154,272211,186,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
155,13416093,188,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
156,10381803,190,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
157,294817,190,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
158,208829,195,2026-08-10,2026-08-24,,Borrowed,4,true,2.0
159,11277484,197,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
160,33363,198,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
161,75385,198,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
162,910966,200,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
163,1092878,200,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
164,13628209,200,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
165,6320247,201,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
166,95661,208,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
167,6480607,216,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
168,13422775,218,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
169,193093,220,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
170,22895723,220,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
171,29780,221,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
172,116343,221,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
173,12210,221,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
174,1141442,222,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
175,13416087,222,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
176,8454515,222,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
177,235125,226,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
178,668637,228,2026-08-10,2026-08-24,,Borrowed,4,true,2.0
179,14402211,228,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
180,1121717,231,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
181,294963,233,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
182,6131767,237,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
183,550844,239,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
184,25898599,239,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
185,43317482,240,2026-08-08,2026-08-22,,Borrowed,6,true,3.0
186,25074178,240,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
187,27845690,243,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
188,891081,243,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
189,12885,243,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
190,963502,243,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
191,7844667,247,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
192,55477907,255,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
193,35783127,261,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
194,10841115,262,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
195,6383762,262,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
196,2252947,262,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
197,1158706,264,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
198,11083082,264,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
199,871695,265,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
200,311504,267,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
201,13450545,268,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
202,27030027,268,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
203,33282947,270,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
204,33394077,270,2026-08-11,2026-08-25,,Borrowed,3,true,1.5
205,10785670,274,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
206,18140586,274,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
207,17488,275,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
208,7135858,275,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
209,6314793,277,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
210,2542652,277,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
211,9355,277,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
212,15781726,280,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
213,6286042,280,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
214,16140408,281,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
215,210329,282,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
216,71680,282,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
217,181195,284,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
218,17033173,288,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
219,22543949,289,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
220,19231716,291,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
221,112803,291,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
222,850413,291,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
223,70884,291,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
224,31702812,291,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
225,11170,292,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
226,906491,293,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
227,43886,294,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
228,30312855,294,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
229,74404,294,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
230,312344,294,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
231,2234035,295,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
232,251838,295,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
233,9006,295,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
234,906860,295,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
235,819487,297,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
236,232123,298,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
237,2440646,298,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
238,8525631,298,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
239,44488,298,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
240,22916001,299,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
241,17841451,300,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
242,28669595,302,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
243,47619,303,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
244,27055,303,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
245,7351574,305,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
246,34851664,306,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
247,20454376,312,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
248,2255282,313,2026-08-26,2026-09-09,,Borrowed,0,false,0.0
249,61886,314,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
250,3199771,316,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
251,3040004,316,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
252,320216,317,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
253,14185,317,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
254,21529133,322,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
255,12924304,322,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
256,6618272,324,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
257,296908,326,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
258,930225,329,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
259,6553,329,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
260,6273,329,2026-08-08,2026-08-22,,Borrowed,6,true,3.0
261,423941,330,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
262,473623,331,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
263,17286747,331,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
264,248871,333,2026-08-11,2026-08-25,,Borrowed,3,true,1.5
265,2281,335,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
266,842655,337,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
267,780845,339,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
268,13059477,341,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
269,19797,347,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
270,27712,347,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
271,19272774,348,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
272,35457256,349,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
273,849203,350,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
274,9876989,350,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
275,723724,351,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
276,3407354,352,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
277,846355,352,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
278,53948,352,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
279,710136,352,2026-08-09,2026-08-23,,Borrowed,5,true,2.5
280,5586327,353,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
281,753012,353,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
282,6091142,353,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
283,10780523,356,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
284,38419,356,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
285,359995,358,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
286,17823780,361,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
287,1022983,361,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
288,545061,364,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
289,16095661,364,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
290,990093,367,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
291,24536832,368,2026-08-10,2026-08-24,,Borrowed,4,true,2.0
292,21457935,368,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
293,6631700,368,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
294,18090147,370,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
295,4796,371,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
296,16142151,371,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
297,118351,373,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
298,13162,375,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
299,131790,375,2026-08-26,2026-09-09,,Borrowed,0,false,0.0
300,499784,375,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
301,9078,376,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
302,312051,377,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
303,13552214,377,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
304,1053783,378,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
305,15778735,378,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
306,18527496,378,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
307,10421530,383,2026-08-09,2026-08-23,,Borrowed,5,true,2.5
308,11221285,384,2026-08-10,2026-08-24,,Borrowed,4,true,2.0
309,52318,384,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
310,51078,386,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
311,58087,389,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
312,17829483,389,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
313,6935178,390,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
314,142900,392,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
315,22323,392,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
316,9755855,392,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
317,623811,394,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
318,29,397,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
319,6713625,399,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
320,1704719,399,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
321,113435,399,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
322,41688,403,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
323,11961425,407,2026-08-10,2026-08-24,,Borrowed,4,true,2.0
324,972533,408,2026-08-26,2026-09-09,,Borrowed,0,false,0.0
325,60220,410,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
326,2828084,410,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
327,3546298,410,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
328,13459791,413,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
329,1131133,413,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
330,1906946,415,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
331,88612,415,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
332,332376,416,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
333,4747472,420,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
334,6657509,420,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
335,480570,424,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
336,24265751,426,2026-08-11,2026-08-25,,Borrowed,3,true,1.5
337,6339619,426,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
338,37506437,429,2026-08-16,2026-08-30,,Borrowed,0,false,0.0
339,35434,429,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
340,8860297,429,2026-08-11,2026-08-25,,Borrowed,3,true,1.5
341,734384,429,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
342,18170583,435,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
343,395962,435,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
344,117896,438,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
345,770051,438,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
346,478146,438,2026-08-13,2026-08-27,,Borrowed,1,true,0.5
347,67825,441,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
348,272315,445,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
349,18043104,445,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
350,310986,445,2026-08-21,2026-09-04,,Borrowed,0,false,0.0
351,10157066,445,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
352,7280026,445,2026-08-14,2026-08-28,,Borrowed,0,false,0.0
353,41837243,446,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
354,6483360,447,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
355,6932,447,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
356,716780,447,2026-08-12,2026-08-26,,Borrowed,2,true,1.0
357,780889,448,2026-08-10,2026-08-24,,Borrowed,4,true,2.0
358,6327801,448,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
359,6076107,448,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
360,186425,456,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
361,64216,456,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
362,149512,456,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
363,28428971,456,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
364,9296438,460,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
365,132391,461,2026-08-15,2026-08-29,,Borrowed,0,false,0.0
366,1295006,464,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
367,555478,464,2026-08-10,2026-08-24,,Borrowed,4,true,2.0
368,8074845,466,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
369,37693,467,2026-08-26,2026-09-09,,Borrowed,0,false,0.0
370,133937,467,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
371,36544372,467,2026-08-23,2026-09-06,,Borrowed,0,false,0.0
372,12735319,471,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
373,36621586,471,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
374,267972,472,2026-08-18,2026-09-01,,Borrowed,0,false,0.0
375,51430,472,2026-08-19,2026-09-02,,Borrowed,0,false,0.0
376,1789979,473,2026-08-17,2026-08-31,,Borrowed,0,false,0.0
377,546255,473,2026-08-22,2026-09-05,,Borrowed,0,false,0.0
378,16065602,473,2026-08-25,2026-09-08,,Borrowed,0,false,0.0
379,667987,474,2026-08-20,2026-09-03,,Borrowed,0,false,0.0
380,28166910,477,2026-08-24,2026-09-07,,Borrowed,0,false,0.0
